datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
1/3/2006 5:45,la quinta,ca,us,light,240,4 minutes,Abnormally bright object moved across the night sky at very low altitude in a slow&#44 momentumless &quot;surging&quot; fashion.,2/14/2006,33.6633333,-116.3091667
1/3/2006 6:00,lantana,fl,us,unknown,120,2 minutes,Red pulsating light seen in Lantana&#44 Florida,2/14/2006,26.5863889,-80.0522222
1/3/2006 9:00,fountain,co,us,unknown,300,5 min,Object hovered low over homes&#44 we followed it for several minutes.,2/14/2006,38.6822222,-104.7002778
1/3/2006 16:15,monrovia,ca,us,rectangle,240,4 minutes,Two mysterious rectangle objects.,2/14/2006,34.1480556,-117.9980556
1/3/2006 23:55,denver,co,us,fireball,120,2 min,A flash of light hovering over a lake.,2/14/2006,39.7391667,-104.9841667
1/4/2006 5:00,grand forks,nd,us,light,3,3 seconds,The sky turned green and electricity went haywire&#33,2/14/2006,47.9252778,-97.0325
1/4/2006 5:40,orange park,fl,us,oval,2,seconds,Look like a bright star flying very fast with no trail behind it.,2/14/2006,30.1658333,-81.7066667
1/4/2006 7:00,columbus,mt,us,fireball,60,60 sec,Fireball over&#44 and landing or hitting somewhere north of Columbus Mt&#44 in stillwater county,2/14/2006,45.6366667,-109.2513889
1/4/2006 7:45,scotland,pa,us,light,105,45 sec - 1 min,Small&#44 white&#44 light in the northeast sky...disappeared,2/1/2007,39.9686111,-77.5875
1/4/2006 13:20,mt. pleasant,sc,us,oval,45,30-45 seconds,Two stainless-steel oval shaped objects hover over Mt. Pleasant&#44 SC,2/14/2006,32.7938889,-79.8627778
1/4/2006 16:50,little rock,ar,us,oval,6,5 or 6 seconds,Solid&#44 orange &#44oval shaped object seen moving through the sky. No noise or after effect accompanied it.,2/14/2006,34.7463889,-92.2894444
1/4/2006 17:20,fletcher,nc,us,oval,45,35-45secs,Small Very Black Oval Moving Oddly At High Rate Of Speed Over Horizon,2/14/2006,35.4305556,-82.5013889
1/4/2006 19:30,gulf breeze,fl,us,fireball,600,10 minutes,Navarre / Gulf Breeze birght orange fireballs horizontally aligned,2/14/2006,30.3569444,-87.1638889
1/4/2006 22:00,los angeles,ca,us,fireball,2,a few seconds,Bright falling light over Passadina,2/14/2006,34.0522222,-118.2427778
1/4/2006 22:30,lake elsinore,ca,us,oval,3,3 seconds,Large semi transparent green flash,2/14/2006,33.6680556,-117.3263889
1/4/2006 22:30,santa monica,ca,us,light,3,2-3 seconds,fast green light shooting down from sky,2/14/2006,34.0194444,-118.4902778
1/4/2006 22:50,aliso viejo,ca,us,other,20,20 sec,Aliso Viejo&#44 CA 1/6/06 10:50pm square shape in sky w/ dim lights in corners flying erratically  all directions above neighborhoods.,2/14/2006,33.6083333,-117.7444444
1/5/2006 12:00,newport beach,ca,us,circle,37800,1 1/2 hrs.,strange bright object observed at noon over southern california,2/14/2006,33.6188889,-117.9280556
1/5/2006 12:30,santa ana,ca,us,teardrop,37800,1/2 hour,A statonary Round Metallic Object&#44 Hovering at High Altitude over Central Orange County&#44 CA. in early January 2006,3/11/2006,33.7455556,-117.8669444
1/5/2006 13:10,chestnut hill,tn,us,light,120,2 minutes,Two bright red lights above English Mountain,2/14/2006,36.0927778,-88.0055556
1/5/2006 17:35,provo,ut,us,triangle,8,6-8 seconds,details above,2/14/2006,40.2338889,-111.6577778
1/5/2006 18:45,roswell,nm,us,flash,1,1 second,Unknown flash of light&#44 High altitude,2/14/2006,33.3941667,-104.5225
1/5/2006 21:30,poway,ca,us,light,1200,20 minutes,Two bright objects floating in the sky&#44 all of the sudden dim and fly away.,2/14/2006,32.9627778,-117.035
1/6/2006 0:00,houston,tx,us,light,7200,2 hours,Two lights in the sky with orbs surrounding them.,2/14/2006,29.7630556,-95.3630556
1/6/2006 4:00,whitehouse,tx,us,disk,300,3-5min,1/6/06   a round silver object in Whitehouse &#44TX,2/14/2006,32.2266667,-95.2252778
1/7/2006 2:25,phoenix,az,us,sphere,4,4 seconds,2 Women Witness Falling green shere in Phoenix @ 2AM on Dunlap Avenue; unusually desolate,2/14/2006,33.4483333,-112.0733333
1/7/2006 2:40,high point,nc,us,fireball,3,2-3 seconds,Bright green streak falling towards earth,2/14/2006,35.9555556,-80.0055556
1/7/2006 14:00,hillside,nj,us,cigar,180,2 -3 min,i was looking up at the clouds and noticed a white cigar shapped object. it looked like it had two little fins on each side. it was mov,2/14/2006,40.7011111,-74.2305556
1/7/2006 17:30,mt. lookout,wv,us,cigar,20,20 seconds,cigar shaped object disappeared in the sky,2/14/2006,38.1666667,-80.9119444
1/7/2006 18:00,coxsackie,ny,us,triangle,30,30 seconds,Triangular flying craft with red lights on points and on triangle framework&#44 flying low&#44 silent&#44 traveling quickly in Hudson Valley&#44 NY,2/14/2006,42.3508333,-73.8033333
1/7/2006 19:45,miamisburg,oh,us,rectangle,180,3 minutes,QUIET&#44 LIGHTED&#44 TRIANGULAR SHAPED OBJECT,2/14/2006,39.6427778,-84.2866667
1/7/2006 22:00,west point,tx,us,light,120,1-2 minutes,white light  moving rapidly across night sky&#44 got brighter/faded then reversed direction&#44 West Point&#44 Tx,2/14/2006,32.9313889,-95.8711111
1/8/2006 6:05,aurora,co,us,light,30,30 seconds,An aircraft that is so close and no noise?,2/14/2006,39.7294444,-104.8313889
1/8/2006 14:00,sequim,wa,us,other,60,45 - 60 seconds,January 8&#44 2006 &#9;I first observed a vertical rectangular dark colored object that looked to be hanging about 500 feet or so above the w,2/14/2006,48.0797222,-123.1005556
1/8/2006 21:00,orlando,fl,us,unknown,1200,20 minutes,Possible &quot;Triangle&quot; shaped craft  w/3 flashing white lights seen North of Orlando.,2/14/2006,28.5380556,-81.3794444
1/8/2006 21:00,pembroke pines,fl,us,triangle,2400,40 minutes,triangular object with flashing red&#44 blue and white lights.,2/14/2006,26.0027778,-80.2241667
1/8/2006 22:00,palm springs,ca,us,rectangle,22,22 seconds,Large Rectangle object traveling  south to north&#44 no sound&#44over Palm Springs.,2/14/2006,33.8302778,-116.5444444
1/9/2006 18:00,wellfleet,ma,us,other,30,30 seconds,I noticed two bright stars to the right of the moon. They were stationary and side by side. I was on the cell phone and described how t,2/14/2006,41.9375,-70.0333333
1/9/2006 18:53,el segundo,ca,us,fireball,10,10 sec,Rotating fire ball moving very fast&#44 few hundred feet above the ground&#44 south east end of LAX,2/14/2006,33.9191667,-118.4155556
1/9/2006 18:54,manhattan beach,ca,us,unknown,15,10 to 15 sec,I was standing at the top floor of our home lookng south&#44 a fire ball passed over our home and disapeared over the neighbors roof tops,2/14/2006,33.8847222,-118.41
1/9/2006 20:00,mesa,az,us,triangle,10800,3 hours,Black Triangle glides over the night sky,2/14/2006,33.4222222,-111.8219444
1/10/2006 4:00,la crosse,wi,us,other,300,5 minuets,I was skiing on my birthday&#44 and while I was going up the ski lift I saw what looked like a burning boomerang.It was falling out of the,5/15/2006,43.8013889,-91.2394444
1/10/2006 4:00,plymouth,mn,us,unknown,900,15 minutes,Possible sighting in Plymouth&#44 MN,2/14/2006,45.0105556,-93.4552778
1/10/2006 12:30,elmira,ny,us,light,7200,2 hours,My wife noticed it first at 12:30 AM on the porch.  She called me out and I saw it too.  We decided to walk down near the Chemung river,2/14/2006,42.0897222,-76.8080556
1/10/2006 18:30,gladstone,mo,us,light,10,10 secs,brilliant blue-green light traveling at high rate of speed,2/14/2006,39.2038889,-94.5544444
1/11/2006 23:52,branchland,wv,us,triangle,300,5 minutes,A brightly lighted&#44 fast moving&#44 triangular object.,2/14/2006,38.2208333,-82.2038889
1/12/2006 2:00,cyril,ok,us,triangle,240,1.4,The sound of it made me go outside.,8/30/2013,34.8963889,-98.2002778
1/12/2006 5:54,sicklerville,nj,us,light,120,2 min.,Very bright light or lights in close proximity seemed to hover over South Jersey in the Sicklerville area.,2/14/2006,39.7172222,-74.9697222
1/12/2006 7:00,laurel,mt,us,fireball,1800,30 minutes,On my way home from work in Billings&#44 Montana&#44 I observed a huge&#44 firey thing hanging in the sky North of Laurel&#44 Montana where I live.,2/14/2006,45.6691667,-108.7708333
1/12/2006 16:34,littleton,co,us,disk,2,seconds,Diamond shaped light above foothills near Rockies,2/1/2007,39.6133333,-105.0161111
1/12/2006 19:00,new cumberland,pa,us,light,60,1 minute,rows of bright lights in the sky,2/14/2006,40.2322222,-76.885
1/13/2006 1:30,west islip,ny,us,unknown,10,10 seconds,No sighting.  Just an unexplainable swoosh of air as if a plane was going to crash.  But then NOTHING&#33,3/11/2006,40.7297222,-73.2108333
1/13/2006 4:00,hudson,nh,us,unknown,600,10min,several blinking lights&#44 like fireflies in the southern sky at 4am&#44 behind a cloud for several minutes.,2/14/2006,42.7647222,-71.4402778
1/13/2006 15:12,lebec,ca,us,unknown,3600,1 hour,small streaks of light (or cloud) shooting out of huge cloud formation and returning in the cloud.,2/14/2006,34.8416667,-118.8638889
1/13/2006 17:30,sallisaw,ok,us,fireball,1200,15 to 20 minutes,Huge Fireballs going east in the sky by Sallisaw Oklahoma&#33,2/14/2006,35.4602778,-94.7872222
1/13/2006 18:36,sallisaw,ok,us,fireball,600,10 minutes,orange fireballs with a streak moving very fast.,3/11/2006,35.4602778,-94.7872222
1/13/2006 20:00,citrus heights,ca,us,triangle,480,8 min,Three lights in atriangle shape flew across the sky below the cluds heading northeast over Citrus Heights.,2/14/2006,38.7072222,-121.28
1/14/2006 10:10,mendenhall,ms,us,diamond,180,3 minutes,I saw about 30  winged lights and together made a diamond shape flying low in the sky and disappeared in seconds.,2/14/2006,31.9616667,-89.87
1/14/2006 13:00,fergus falls,mn,us,oval,120,1- 2 min,UFO sighted near Fergus  Falls MN.,2/1/2007,46.2830556,-96.0772222
1/14/2006 19:47,sandersville,ga,us,unknown,30,15-30 seconds a piece,My husband and I were driving on Linton Rd. headed south&#44 when he said did you see that and I replied no see what? Then he pointed sout,5/15/2006,32.9813889,-82.8102778
1/14/2006 20:00,fletcher,nc,us,triangle,300,5min,A large triangle object  w/ 3 lights and a glowing center which made no sound.  Flying below the full moon.,2/14/2006,35.4305556,-82.5013889
1/14/2006 20:30,clermont,fl,us,circle,1800,30 minutes,The objects were not traveling at a normal aircraft speed or motion&#44 I have never seen circular lights on a plan.,2/14/2006,28.5491667,-81.7730556
1/14/2006 22:46,portland,or,us,circle,3,3 seconds,Large fast moving White Light headed Northeast in Portland&#44 Oregon,2/1/2007,45.5236111,-122.675
1/15/2006 2:00,waterloo,ny,us,sphere,120,several minutes,White spherical object and missing time,3/11/2006,42.9047222,-76.8630556
1/15/2006 10:15,moberly,mo,us,triangle,120,1-2 minutes,Slow moving black triangle. No sounds no lights.,11/28/2007,39.4183333,-92.4380556
1/15/2006 19:30,sedona,az,us,light,300,5 min,JAN&#44 06  VERY BRIGHT WHITE LIGHT&#44 POSSIBLE TELEPATHIC CONTACT WITH RESPONSE,5/15/2006,34.8697222,-111.7602778
1/15/2006 20:15,centralia,il,us,rectangle,300,5 minutes,Returning home from shopping with two other friends&#44 we got out of the car with our packages and I noticed this extremly large rectangl,3/19/2009,38.525,-89.1333333
1/15/2006 21:00,clermont,fl,us,changing,3600,1 hour,Christmas lights&#44 spot lights through the clouds&#44 cruising crafts&#44 hovering crafts with lights showering down.,2/14/2006,28.5491667,-81.7730556
1/15/2006 21:00,fulton,ny,us,circle,0.5,1/2 a second,A white-circle objects flew by my window with no sound or anything&#33,8/7/2007,43.3227778,-76.4175
1/16/2006 21:00,freeport,me,us,light,6300,approx 1 hr 45 min,Three lights form a triangle over Maine,2/14/2006,43.8569444,-70.1036111
1/16/2006 22:15,wallingford,ct,us,oval,5,5sec,brightblue light decending at high speed it was the size of small car about 1/4 mile from my location and end was red it shocked me,2/14/2006,41.4569444,-72.8236111
1/16/2006 23:00,clinton,me,us,circle,2,2 seconds,green object trailing haze,2/14/2006,44.6377778,-69.5036111
1/16/2006 23:00,decatur,tx,us,disk,60,1 minute,1 night. 2 witnesses. 3 lighted disk. And a whole lot of confusion.,2/14/2006,33.2341667,-97.5858333
1/17/2006 6:00,orange grove,tx,us,rectangle,60,less than a minute,strange yellow 2 x 4 shaped object floating off the ground,2/1/2007,27.9563889,-97.9366667
1/17/2006 15:20,phoenix,az,us,other,90,1minute 30 sec.,long missile shaped object,2/14/2006,33.4483333,-112.0733333
1/17/2006 18:00,folsom,ca,us,triangle,300,5 minutes,black government triangular shape hovering above Hwy 50 in Sacramento,2/14/2006,38.6780556,-121.175
1/17/2006 22:30,king of prussia,pa,us,sphere,15,10-15 seconds,Small Spherical Object moving silently to the West,2/14/2006,40.0891667,-75.3963889
1/18/2006 3:00,natchitoches,la,us,light,2400,40 minutes,My friends and I witnessed 4 objects of orange light moving across the sky in formation for about 40 minutes. ((Advertising lights??)),5/15/2006,31.7605556,-93.0861111
1/18/2006 9:49,palm beach gardens,fl,us,light,3600,1 hour,White lights&#44 slowly moving. Distinctly different from stars&#44 meteors&#44 and comets due to appearance and movement. To ensure that it was,2/14/2006,26.8230556,-80.1388889
1/18/2006 15:00,annapolis,md,us,oval,3,3 seconds,I was sitting in my truck at the stop light on Riva Rd waiting to cross under Aris T> Allen overpass and go up the ramp. Suddenly an ov,2/14/2006,38.9783333,-76.4925
1/18/2006 19:43,goodland,ks,us,unknown,2700,45 minutes,Brief Orange Stationary Lights and Misc. Unusual White Lights,5/15/2006,39.3508333,-101.7097222
1/19/2006 4:00,currituck,nc,us,fireball,7200,2 hours,the object would move up and down slowly&#44 object appeered as a star flikering violently. sparks were visible every so often without a p,2/14/2006,36.4497222,-76.0158333
1/19/2006 5:00,wakefield,ri,us,light,345,5:45,They appeared as stars and then they moved.,2/14/2006,41.4372222,-71.5019444
1/19/2006 11:31,byron,il,us,triangle,120,2 minutes,One triangular craft observed over the Rock River during night time. Near a local saloon between Rockford and Byron.  Object was seen b,10/30/2006,42.1269444,-89.2555556
1/19/2006 19:00,beach lake,pa,us,triangle,1200,twenty mins,Movement of three from a delta pattern to a line of three.,2/14/2006,41.6016667,-75.1502778
1/19/2006 19:00,torrance,ca,us,other,180,2-3 minutes,square shaped object over Southern California,5/15/2006,33.8358333,-118.3397222
1/19/2006 19:00,wimberley,tx,us,triangle,300,3-5 min,A stationary bright light&#44 which  as it began to move and fly over us to the NE it appeared to be a triangle with many lights.,2/14/2006,29.9972222,-98.0983333
1/19/2006 19:45,mountain grove,mo,us,circle,900,15 min.,Bright orange lights in sky over Mtn Grove Mo.,2/14/2006,37.1305556,-92.2633333
1/20/2006 19:20,callaway,va,us,unknown,600,10 minutes,seethrough square with elongated pentagon shapes on all sides and long poles with lights surrounding object.,2/14/2006,37.0113889,-80.0497222
1/20/2006 21:30,abilene,tx,us,light,2,few seconds,4 Round Orange Glowing Objects,2/14/2006,32.4486111,-99.7327778
1/21/2006 0:00,fairborn,oh,us,unknown,86400,all day,3 foot humaniod on back porch&#44 10 foot or so dark metal triangle in woods&#44 talking to a religious pastor.,2/14/2006,39.8208333,-84.0194444
1/21/2006 16:15,aurora,co,us,light,600,10 minutes,Apparent bright sundog&#44 brilliant aqua green&#44 yellow and pale orange,2/14/2006,39.7294444,-104.8313889
1/21/2006 17:45,merriam,ks,us,other,300,estimate: 5min.,Ax-shaped black and yellow U.F.O. seen over Merriam&#44 Kansas.,2/14/2006,39.0236111,-94.6933333
1/21/2006 18:30,berkley,ma,us,other,10,10 seconds,I was driving north on rt.24 when I noticed what looked light lightning in a cloud formation. I enjoy watching thunderstorm so I am qui,2/14/2006,41.8458333,-71.0833333
1/21/2006 21:45,dickens,tx,us,other,5,5 seconds,Small football-shaped  object travels silently over neighborhood in Dickens&#44 Texas.,2/14/2006,33.6216667,-100.8361111
1/21/2006 22:00,pe ell,wa,us,unknown,1500,25 minutes,Brilliant blue light hovers and disappears near small forest town,2/1/2007,46.5705556,-123.2961111
1/22/2006 9:44,woodbridge,va,us,oval,120,2 minutes,Tan and Shiny object,2/14/2006,38.6580556,-77.25
1/22/2006 19:00,battle creek,mi,us,sphere,120,2 min.,1 sphere almost like a big star. moved from one side of the sky to the other in about 2 min. moving in all diretions and then dissapear,2/14/2006,42.3211111,-85.1797222
1/22/2006 20:00,brunswick,me,us,unknown,2400,40 minutes,I&#39m 35yrs old and love to look at the stars.  Tonight however I saw something extremely weird.  3 UFO&#39s that where flying hoovering abo,2/14/2006,43.9144444,-69.9658333
1/23/2006 17:50,callaway,va,us,light,15,15 seconds,Round bright lights moving rapidly seen over mountain in Callaway Virginia January 2007,2/1/2007,37.0113889,-80.0497222
1/23/2006 21:50,wyckoff,nj,us,,90,60-90 seconds,I was watching TV and wanting to stretch my legs I walked over to my front window and looked outside.  As usual there was nothing to se,2/14/2006,41.0094444,-74.1733333
1/23/2006 22:35,midland,tx,us,light,300,3 to 5 minutes,Strange flashes of light near Sirius.,2/14/2006,31.9972222,-102.0775
1/24/2006 1:00,stanwood,wa,us,light,5400,1.5 hours,UFO spotted twice in one month (January 2006.)  Exactly like what was reported in 2003 in Snohomish.,2/14/2006,48.2413889,-122.3694444
1/24/2006 2:30,willow creek,ca,us,light,120,2 minutes,Bright light into the bedroom window woke us up.,2/1/2007,40.9397222,-123.6302778
1/24/2006 15:30,sunrise beach village,tx,us,unknown,120,~  2 minutes,Upon examining digital photos taken from my plane&#44 I discovered an unexplained object in the picture.  I first thought it was a spot on,2/14/2006,30.5994444,-98.4097222
1/24/2006 17:30,charlotte,nc,us,light,60,60 seconds,BRIGHT WHITE TO BLUE LIGHT,2/1/2007,35.2269444,-80.8433333
1/24/2006 18:30,bunker,mo,us,triangle,30,30 seconds,MISSOURI INVESTIGATORS GROUP Report:  Over the hill to the North there were weird looking strobing lights....,7/5/2008,37.4555556,-91.2094444
1/24/2006 20:00,washington,pa,us,disk,900,15 minutes,ufo I seen in washington pa.,5/15/2006,40.1738889,-80.2463889
1/24/2006 22:01,new york city (staten island),ny,us,diamond,3600,1 hour,Blue&#44 red and yellow lights flashing. It was moving back and forth very low.  ((NUFORC Note:  Possible sighting of Sirius?  PD)),2/14/2006,40.7141667,-74.0063889
1/24/2006 23:15,oroville,ca,us,teardrop,45,45 seconds,Object seen in Kelly Ridge,2/14/2006,39.5138889,-121.5552778
1/25/2006 2:30,aurora,oh,us,other,1200,20 minutes,Aurora&#44 Ohio&#44 string of lights deep in the woods at 2 in the morning hovering above the ground&#44 revolved and whistled. 20 min.,3/11/2006,41.3175,-81.3455556
1/25/2006 6:10,woodbridge,va,us,light,1800,30 minutes,Bright white&#44 slightly flickering light that &quot;wobbled&quot; slightly&#44 but VERY rapidly and wastoo bright and big for a star or planet.,2/14/2006,38.6580556,-77.25
1/25/2006 19:00,chicago,il,us,oval,600,10 minuts,UFO over the Midway airport in Chicago.,2/14/2006,41.85,-87.65
1/25/2006 19:30,antelope,ca,us,triangle,90,90 seconds,while driving on a country road we observed a large triangle with many blinking lights hovering at a very low altitude.,2/14/2006,38.7083333,-121.3288889
1/25/2006 21:30,centralia,il,us,rectangle,15,10 to 15 secs.,large rectangular dim lighted object low flying visable for 10 to 15 secs on 1/25/06 9:30 PM,2/14/2006,38.525,-89.1333333
1/25/2006 22:30,muncie,in,us,fireball,2,a few seconds,Bright lights in the sky over Muncie Indiana,2/14/2006,40.1933333,-85.3863889
1/26/2006 1:00,grandville,mi,us,sphere,7200,2 hours,Colorful sphere moving in theMichigan sky above US 131,2/14/2006,42.9097222,-85.7630556
1/26/2006 18:30,wheaton,il,us,sphere,120,a few minutes,Big sphere blasts off,2/14/2006,41.8661111,-88.1069444
1/26/2006 21:00,denver,pa,us,circle,1200,20min,Six Bright Lights in Static Formation,2/14/2006,40.2330556,-76.1375
1/26/2006 23:00,bloomsburg,pa,us,diamond,600,10 minutes,Diamond-shaped flying object with lights at the corners&#44 near Bloomsburg&#44 PA&#44 travelling NNW&#44 lasted from about 23:00 to 23:10.,2/14/2006,41.0036111,-76.4552778
1/27/2006 0:00,abilene,tx,us,light,120,several minutes,Strange lights in Abilene,2/14/2006,32.4486111,-99.7327778
1/27/2006 1:00,orlando,fl,us,unknown,9,9 seconds,Radiating lights changing from color to another filling the sky,2/14/2006,28.5380556,-81.3794444
1/27/2006 19:00,ferndale,ar,us,unknown,7200,2 hours,Strange cloud with pulsating greenish lights moving in a circular pattern within that cloud.,2/14/2006,34.7788889,-92.5575
1/27/2006 19:30,beloit,wi,us,other,180,3 minutes,a row of white lights&#44 red flashing lights&#44 no sound,2/14/2006,42.5083333,-89.0316667
1/27/2006 20:20,billerica,ma,us,light,1,1second,Extremely fast bright blue light,2/14/2006,42.5583333,-71.2694444
1/27/2006 23:30,stafford,ct,us,disk,180,3 minutes,Slowly moving silent craft with red and white lights. About 100 feet off the ground.,3/11/2006,41.9847222,-72.2894444
1/28/2006 3:00,hemet,ca,us,disk,60,1 minute,((POSSIBLE HOAX))  ufo in the orange groves.,2/14/2006,33.7475,-116.9711111
1/28/2006 5:00,santa barbara,ca,us,light,300,2-5 minutes,some stars are ufos.....,2/14/2006,34.4208333,-119.6972222
1/28/2006 12:30,wickliffe,ky,us,oval,15,15 seconds,Oval shaped UFO disapeared into the first of two long clouds in clear blue skies.,3/19/2009,36.9647222,-89.0891667
1/28/2006 18:15,heflin,al,us,triangle,2,a few seconds,Low flying angular object seen near Hollis Crossroads. Heflin&#44 Alabama. Jan. 28 2006,2/14/2006,33.6488889,-85.5875
1/29/2006 15:00,davidson,nc,us,other,120,2 minutes,Large Silver Dome:  Sunday&#44 January 29&#44 2006  2:35 PM  Going north on I-77&#44 crossing Lake Norman from Cornelius&#44 NC toward Davidson.,2/14/2006,35.4991667,-80.8488889
1/29/2006 17:00,el paso,tx,us,circle,900,15 minutes,50 UFO spotted at the same time performing geometric movements,2/14/2006,31.7586111,-106.4863889
1/29/2006 18:35,iron gate,va,us,circle,60,1 minute,Light approached town &#44 low on horizon&#44 increased in size and intensity&#44 then disappeared.,2/14/2006,37.7975,-79.7913889
1/29/2006 19:00,amboy,ca,us,cigar,60,1 min,driving in the desert saw lights moving rapidly&#44 and saw the craft on the ground.,2/14/2006,34.5577778,-115.7436111
1/29/2006 20:30,eloy (arizona city),az,us,disk,1800,20-30min,VERY LARGE DISK SHAPED OBJECT WITH MULTIPLE LIGHTS SLOWLY MOVING ABOVE ELOY TRUCKSTOPSINTO S.E DESERT,2/14/2006,32.7558333,-111.5541667
1/29/2006 21:00,mount pocono,pa,us,light,1,1 second,Very large and bright flash at treeline - directly in front of me,2/14/2006,41.1219444,-75.365
1/29/2006 23:00,visalia,ca,us,egg,1800,30 minutes,Orange objects in the sky,2/14/2006,36.3302778,-119.2911111
1/30/2006 18:10,sarasota,fl,us,fireball,300,5 minutes,Fireball in the evening sky,2/14/2006,27.3361111,-82.5308333
1/30/2006 20:45,phoenix,az,us,light,300,5 minutes,Three Lights reappearing over the NW valley...again&#33,2/14/2006,33.4483333,-112.0733333
1/31/2006 0:40,portland,or,us,flash,2,couple seconds,A bright light that raced across the sky and suddenly shot upward and dissapeared.,2/14/2006,45.5236111,-122.675
1/31/2006 3:00,kirkland,wa,us,,600,10 min,Strange blue lights in Kirkland WA,2/14/2006,47.6816667,-122.2075
1/31/2006 4:50,jacksonville,fl,us,sphere,3,2-3 seconds,GLOWING GREEN SPHERE STREAKING ACROSS THE SKY,2/14/2006,30.3319444,-81.6558333
1/31/2006 20:00,gaston,sc,us,light,5,5 seconds,Large Green Ball(?) of Light Plummeting towards Ground,2/14/2006,33.8169444,-81.1011111
2/1/2006 0:00,lake elsinore,ca,us,light,300,5 minutes,Grouped Lights / No noise / No body,5/15/2006,33.6680556,-117.3263889
2/1/2006 1:59,gig harbor (olalla),wa,us,unknown,10,5-10 seconds,bright green lights in olalla&#44 wa,2/14/2006,47.3294444,-122.5788889
2/2/2006 10:36,lexington,ky,us,oval,5,5 seconds,flew really fast shape of an oval tight formation of flight large,5/15/2006,37.9886111,-84.4777778
2/2/2006 17:00,hershey,pa,us,cigar,1800,30 mins,4 orange lights in Northern Sky over Hershey Pa,2/14/2006,40.2858333,-76.6505556
2/2/2006 17:30,thousand oaks,ca,us,circle,1800,30 minutes,Distant very bright object holds position over 20 minutes then moves rapidly&#44 slows to near stop then explodes and falls toward earth.,2/14/2006,34.1705556,-118.8366667
2/2/2006 20:30,sumter,sc,us,triangle,30,30 seconds,triangle shaped object-3 bright lights-blinked in a pattern-made no sound,2/14/2006,33.9202778,-80.3416667
2/3/2006 9:30,las vegas (30 miles north of),nv,us,other,300,3-5 min,I saw the object about a mile before we got to it&#44 it was standing perfectly still&#44 wide wing span and narrow vertically&#44 silver plates,2/14/2006,36.175,-115.1363889
2/3/2006 14:00,philadelphia,pa,us,other,300,5 minutes,Dull black metallic oddly-shaped floating craft,2/14/2006,39.9522222,-75.1641667
2/3/2006 15:55,denham springs,la,us,cylinder,60,1 minute or less,An intermittently silver &amp; glowing-white cylinder&#44 floating silently&#44 about 1/8 mile up.  2 witnesses.,2/14/2006,30.4866667,-90.9561111
2/4/2006 4:00,eureka,nv,us,chevron,10,10 seconds,3 bright connected lights rose up in north then headed south gathering speed high overhead and sped straight south and over horizon in,2/14/2006,39.5127778,-115.9597222
2/4/2006 17:00,phoenix,az,us,other,1800,20-30 minutes,VERTICAL RAINBOW INSIDE GLASS LIKE TRIANGLE OVER PHOENIX,2/14/2006,33.4483333,-112.0733333
2/4/2006 19:30,sioux falls,sd,us,triangle,60,1 minute,Triangle object without  colored or blinking lights&#44 shortly later a bright shere shaped object was scene.,2/14/2006,43.55,-96.7
2/4/2006 22:25,morganton,nc,us,light,30,30 sec,Bright Blue/Purple light with red center falls out of sky,2/14/2006,35.7452778,-81.685
2/5/2006 0:00,azle,tx,us,cross,120,2 min.,The &quot;objects&quot; flew directly over me about 50 feet in the air. The &quot;objects&quot; were redish orange in color and all but one were about 10 f,2/14/2006,32.895,-97.5455556
