datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude 
1/1/2011 0:30,orlando,fl,us,circle,900,15 minutes,UFOs in a V formation over Orlando&#44 Fl.,1/5/2011,28.5380556,-81.3794444
1/1/2011 0:30,welches,or,us,sphere,900,10-15 minutes,8-9 extremely bright orange ball shaped objects traveling rapidly and silently in a straight line across night sky,1/5/2011,45.3283333,-121.9597222
1/1/2011 0:35,seminole,fl,us,formation,480,8 minutes,Glowing&#44 red lights flying in formation.,1/5/2011,27.8394444,-82.7913889
1/1/2011 0:38,miami,fl,us,unknown,45,35 to 45 seconds,red lights over miami florida,1/5/2011,25.7738889,-80.1938889
1/1/2011 0:55,salt lake city,ut,us,formation,180,2-3 minutes,Unusual formation outside of Salt Lake INT airspace and flight patterns.,1/31/2011,40.7608333,-111.8902778
1/1/2011 1:00,clermont,fl,us,circle,60,1 min,A round object near known satellites&#44 that is manmade or other,5/13/2012,28.5491667,-81.7730556
1/1/2011 1:00,miami,fl,us,other,600,10 min,red lights orbing over miami &#44fl night sky  new years morning 1;00 am,1/5/2011,25.7738889,-80.1938889
1/1/2011 1:00,thayer,mo,us,light,300,5 minutes,Low flying&#44 separated large red lights&#44 slowly moving south&#44 dropping white beams of light.,2/23/2011,36.5244444,-91.5380556
1/1/2011 5:15,league city,tx,us,light,1800,30min,bright  light hovering  in south east sky just south of houston tx,1/5/2011,29.5072222,-95.0947222
1/1/2011 7:25,murrieta,ca,us,triangle,60,1 minute,bright white lights&#44 triangle ufo flying towards the coast over murrieta&#44 california,1/31/2011,33.5538889,-117.2130556
1/1/2011 9:30,orlando,fl,us,rectangle,120,1-2 minutes,Huge dark silver rectangle UFO no noise&#44 disappeared after 1-2 minutes,1/5/2011,28.5380556,-81.3794444
1/1/2011 14:00,yuma,az,us,oval,2700,45 minutes,oval stationary object over Yuma Proving Grounds on New Years Day 2011.,1/5/2011,32.7252778,-114.6236111
1/1/2011 17:00,jackson,tn,us,cylinder,10,10 seconds,Cylinder Shaped UFO over Jackson TN,1/31/2011,35.6144444,-88.8138889
1/1/2011 17:00,wichita,ks,us,cylinder,180,about 3 min,Cylinder shaped object  sighted above Wichita&#44 KS,1/5/2011,37.6922222,-97.3372222
1/1/2011 20:00,humphrey,ne,us,other,3600,1 hour so far,Multi-colored flashing lights on an object that hovered for over an hour in the N.E. Nebraska area. ((NUFORC Note:  Sirius?  PD)),1/5/2011,41.6916667,-97.4841667
1/1/2011 20:45,friendswood,tx,us,sphere,180,3 minutes,Large yellowish orange orb traveling south with no flashing lights or sound.,1/5/2011,29.5291667,-95.2008333
1/1/2011 22:00,sarasota,fl,us,unknown,10,10 seconds,very weird,1/5/2011,27.3361111,-82.5308333
1/1/2011 22:27,doylestown,pa,us,fireball,600,10 minutes,Witnessed approximately 70 flaming balls travel across the eastern sky in a semi circular trajectory.,1/5/2011,40.31,-75.1302778
1/1/2011 22:30,doylestown,pa,us,light,1800,30 minutes,ufo sightingin doylestown pennsylvania,1/5/2011,40.31,-75.1302778
1/2/2011 3:32,moreno valley,ca,us,disk,2940,49 m,I woke up and went in the window of my room&#44 were 3 34 am. I looked sideways and saw something that did not budge. I found it strange a,1/31/2011,33.9375,-117.2297222
1/2/2011 5:30,seminole,al,us,teardrop,172800,2 days,Why come in such large numbers for any other reason than attack?,3/13/2012,30.515,-87.4738889
1/2/2011 18:00,north canton,oh,us,other,300,5 mim,We saw a UFO,1/31/2011,40.8758333,-81.4025
1/2/2011 18:40,homestead,fl,us,unknown,120,1 1/2 min.,Large fire shape in Homestead Florida sky. Haze around object seen in photo.,1/5/2011,25.4683333,-80.4777778
1/2/2011 19:12,phoenix,az,us,diamond,900,0ver 15 min,Many lights moving in close formation. then going in differnt directions. VERY bright red lights,1/5/2011,33.4483333,-112.0733333
1/2/2011 21:33,arlington,wi,us,triangle,300,5 minutes,While driving home&#44 we saw a low flying triangular shaped aircraft&#44 with lights that hovered&#44 changed directions&#44 and moved silently.,1/5/2011,43.3380556,-89.3802778
1/2/2011 22:30,crescent city,ca,us,sphere,300,5 minutes,a burning orange sphere of light  moving up towards the stars,1/5/2011,41.7561111,-124.2005556
1/2/2011 23:30,adrian,pa,us,circle,300,1/2 hour,There was a green light and a round circle hanging over us.,1/5/2011,40.8847222,-79.5380556
1/3/2011 5:15,renton,wa,us,flash,1,1 sec,flash of light moving toward lake washington,1/5/2011,47.4830556,-122.2158333
1/3/2011 5:30,selden,ny,us,light,45,45 sec,at 5:30 on 1/3/11 &#44 i was walking my dog faceing north when i saw a flash in the sky.I saw a star moving from north to south .as it mov,1/5/2011,40.8663889,-73.0361111
1/3/2011 16:40,fairless hills,pa,us,unknown,360,5-6 minutes,1 Bright white dot&#44 eventually ended up being 6 in 2 same shaped triangles,1/31/2011,40.1794444,-74.8555556
1/3/2011 17:10,roosevelt,ut,us,disk,1200,10 to 20 min,Glowing disk in night sky,1/5/2011,40.2994444,-109.9880556
1/3/2011 18:30,katy,tx,us,other,30,0:30,looked like a satellite with two lights spead apart to be a large object.,1/5/2011,29.7855556,-95.8241667
1/3/2011 19:30,gainesville,fl,us,triangle,30,:30,((HOAX??))  Camouflaged UFO,1/5/2011,29.6513889,-82.325
1/3/2011 21:40,wakefield,ri,us,disk,1.5,1.5 seconds,A large disc shaped craft entered my field of vision and disappeared before i could observe further details.,1/5/2011,41.4372222,-71.5019444
1/3/2011 22:00,hoquiam,wa,us,light,60,one minute,red/orange light zig zagging east to west,1/5/2011,46.9811111,-123.8880556
1/3/2011 22:30,savoonga,ak,us,light,15,15 seconds,Didn&#39t see the object it was very cloudy but it had a beam of light sort of like spot light aimed to the ground &amp; traveled about 60yds,5/13/2012,63.6941667,-170.4788889
1/3/2011 22:40,national city,ca,us,fireball,300,5 min,Fireball looking object floated over national city then dissapeared,1/5/2011,32.6780556,-117.0983333
1/4/2011 0:30,sand springs (west of),ok,us,circle,45,45 seconds,Orange glowing  round object seen in the sky just 2 miles of Lake Keystone&#44 Sand Springs&#44 Oklahoma,1/31/2011,36.1397222,-96.1086111
1/4/2011 2:00,lebanon,mo,us,other,10,10 seconds,it was  very fast yet vivid,1/5/2011,37.6805556,-92.6636111
1/4/2011 2:50,vincennes,in,us,triangle,180,3 min.,I witnessed a short-duration&#44 triangle-shaped UFO in Vincennes&#44 IN on Tuesday 01/04/11 at 2:50 a.m.,1/5/2011,38.6772222,-87.5286111
1/4/2011 5:30,southbridge,ma,us,light,20,20 seconds,Went outside before dawn&#44 was watching the sky and noticed an object the exact shape of a star traveling across the sky into the dark.,1/12/2012,42.075,-72.0338889
1/4/2011 17:15,woodward,ia,us,fireball,300,5 min,Orange/gold lights that seemed to &quot;leap frog&quot; across the north western Iowa sky.,1/31/2011,41.8569444,-93.9216667
1/4/2011 18:58,holts summit,mo,us,disk,240,4 minutes,Heard it 11-25-10 Saw it 1-4-11.,1/10/2014,38.6402778,-92.1222222
1/4/2011 19:00,topeka,ks,us,oval,2400,30 to 40 minutes,Two different air-ships that traveled through a  city and traveling so low and making  no noise at all.,1/31/2011,39.0483333,-95.6777778
1/4/2011 19:40,moultrie,ga,us,disk,600,10 minutes,Orange&#44 hazy light that was moving very quickly then dissaperd.,1/5/2011,31.1797222,-83.7891667
1/4/2011 20:05,powers lake,wi,us,fireball,300,5 minutes,Three large fireballs hovering in the sky for at least 5 minutes&#44 then raced to the south.,1/5/2011,42.5536111,-88.2944444
1/4/2011 20:17,harrodsburg,ky,us,triangle,8,5-8 secinds,Bright Triangular lights seen over Harrodsburg&#44 KY.,1/5/2011,37.7622222,-84.8433333
1/4/2011 21:45,winchester,ca,us,sphere,300,more than five mins,two stars rotating tightly together as they fell slowly not a min later the direction slightly changed and it looked as if it projected,1/5/2011,33.7069444,-117.0836111
1/4/2011 22:25,felton,de,us,triangle,900,15 minutes,Three triangular objects with rotating&#44 colored lights appear in the western night sky over a mid-Atlantic town.,1/5/2011,39.0083333,-75.5783333
1/5/2011 1:30,north highlands,ca,us,sphere,60,1 minute,Red light shooting red objects down to earth.,1/5/2011,38.6858333,-121.3711111
1/5/2011 3:25,guymon,ok,us,circle,180,3 mins,green and red lights in a shape of a circle close to the ground,1/31/2011,36.6827778,-101.4811111
1/5/2011 6:00,san francisco,ca,us,triangle,300,5 mins,Black silent triangle hovering over a field.,1/5/2011,37.775,-122.4183333
1/5/2011 19:15,corpus christi,tx,us,light,30,30 seconds,Lights in the Sky,1/31/2011,27.8002778,-97.3961111
1/5/2011 19:30,richmond,ky,us,light,60,1 minute,I just pulled in to my drive way when i saw a light high in the sky.  It was moving at a steady speed across the sky.  It was a constan,1/12/2012,37.7477778,-84.2947222
1/5/2011 20:00,north pole,ak,us,triangle,1200,20 minutes,It was dark and we noticed six circular lights in a triangular formation pretty high up in the sky moving pretty slow from the south we,1/24/2012,64.7511111,-147.3494444
1/6/2011 3:30,penn yan,ny,us,flash,180,3 minutes,erratic bright white flashes&#44 silent&#44 lighting up the sky near south shore of Lake Ontario,1/31/2011,42.6608333,-77.0541667
1/6/2011 5:27,edinburg,pa,us,fireball,1800,at least 30 min,A single strange redish-orange light in the sky.,1/31/2011,41.0144444,-80.4369444
1/6/2011 6:43,dayton,va,us,other,15,15 seconds,Spotted a large meteor heading west,1/12/2012,38.4147222,-78.9388889
1/6/2011 18:30,eugene,or,us,triangle,240,3-4 minutes,huge triangle with 3 lights,1/31/2011,44.0522222,-123.0855556
1/6/2011 18:30,warrenton,nc,us,chevron,1200,20 minutes,Bright lights and craft within a week.,1/31/2011,36.3983333,-78.1555556
1/6/2011 18:43,dayton,va,us,unknown,15,15 seconds,Large meteor passes earth,1/12/2012,38.4147222,-78.9388889
1/6/2011 19:00,iowa city,ia,us,triangle,10,10 seconds,Triangular aircraft with white and red lights.,1/31/2011,41.6611111,-91.53
1/6/2011 19:15,wildomar,ca,us,fireball,180,2 1/2 -3 min,a ball of light that looked like a metor then broke into three objects ((NUFORC Note:  Suspected parachute jumpers. PD)),1/31/2011,33.5988889,-117.2791667
1/6/2011 19:20,wildomar,ca,us,fireball,60,45 to 60 seconds,A falling large fireball that broke into 3 hovering pieces before vanishing.  ((NUFORC Note:  Suspected parachute jumpers. PD)),1/31/2011,33.5988889,-117.2791667
1/6/2011 19:25,wildomar,ca,us,fireball,120,2 minutes,Large ball of glowing light with glittering tail breaks into three pieces&#44 hovers in mid air and then vanishes without a trace.,1/31/2011,33.5988889,-117.2791667
1/6/2011 19:30,murrieta,ca,us,triangle,240,3 to 4 minutes,Object with 3 very bright lights that made no sound in a triangle shape  ((NUFORC Note:  Suspected parachute jumpers. PD)),1/31/2011,33.5538889,-117.2130556
1/6/2011 20:30,fred,tx,us,unknown,120,about 2 min,Bright orange/red glow in the sky,1/31/2011,30.5763889,-94.1761111
1/6/2011 21:35,menifee,ca,us,fireball,120,2 min,Fireball west of Menifee Ca&#44 split into 3 balls then hovered.   ((NUFORC Note:  Suspected parachute jumpers. PD)),1/31/2011,33.7283333,-117.1455556
1/6/2011 21:35,murrieta,ca,us,fireball,300,5 minutes,Fireball splits into 3 balls and hovers  ((NUFORC Note:  Suspected parachute jumpers. PD)),1/31/2011,33.5538889,-117.2130556
1/6/2011 21:40,lake elsinore,ca,us,disk,180,2-3 minutes,Three craft arranged in triangle formation that hovered and then dissappeared.  ((NUFORC Note:  Suspected parachute jumpers. PD)),1/31/2011,33.6680556,-117.3263889
1/6/2011 21:40,murrieta,ca,us,fireball,180,3 minutes,I saw 3 falling balls of fire that turned into three bright white triangle lights.((NUFORC Note:  Suspected parachute jumpers. PD)),1/31/2011,33.5538889,-117.2130556
1/6/2011 21:45,temecula,ca,us,fireball,300,5 minutes,Falling fireball that split into three then disapeared.  ((NUFORC Note:  Suspected parachute jumpers. PD)),1/31/2011,33.4936111,-117.1475
1/7/2011 1:00,greer,sc,us,fireball,180,3 minutes,I was standing on my porch looking and as soon as I looked in the sky I saw an orange fireball. It appeared as though it was there befo,1/31/2011,34.9386111,-82.2272222
1/7/2011 5:00,bremen,ga,us,other,7200,2 hours,Extremely bright white light with red light that went on and off and very distinct large beams eminating from it that glowed green.,1/31/2011,33.7211111,-85.1455556
1/7/2011 7:30,vista,ca,us,egg,240,4 min,Zig sagged light in sky,8/7/2011,33.2,-117.2416667
1/7/2011 20:00,cape coral,fl,us,light,300,5 minutes,4 red lights in Cape Coral FL,1/12/2012,26.5625,-81.9497222
1/7/2011 20:30,rosenberg,tx,us,other,150,2.5 min,an octangular object was flying above highway 59.,1/31/2011,29.5569444,-95.8083333
1/8/2011 1:05,edinburg,tx,us,oval,120,2 minutes,Gracefully floating orange orb in Texas,1/31/2011,26.3013889,-98.1630556
1/8/2011 4:00,cape coral,fl,us,cone,1800,30 min,BIG&#44 like a white floodlight&#44 BRIGHT as a star&#44 around this was a glass-like green bowl shape&#44 with red spinning lights. hovering.,1/31/2011,26.5625,-81.9497222
1/8/2011 7:08,port orange,fl,us,oval,10,10 seconds,UFO clearly appears on digital image in sky over a Port Orange home.,2/8/2011,29.1380556,-80.9958333
1/8/2011 17:20,juneau,ak,us,light,600,about 10 min,Bright silent object seen traveling in night sky,1/31/2011,58.3019444,-134.4197222
1/8/2011 20:00,cape coral,fl,us,changing,14400,4 hr,Looks like a star&#44 but its not. Its green&#44blue&#44 red spining lights&#44 then formed 4 white balls around it.  ((NUFORC Note:  Sirius.  PD)),1/31/2011,26.5625,-81.9497222
1/8/2011 21:00,nottingham,md,us,formation,180,3 mins,3 bright objects in sky fly in formation over White Marsh MD,1/31/2011,39.3638889,-76.4525
1/8/2011 23:45,highlands,nc,us,fireball,2,2 sec.,Fireball in North Carolina Mountains.,1/31/2011,35.0525,-83.1969444
1/9/2011 5:30,terrebonne,or,us,circle,109800,3 1/2 hours,2 UFOs sighted above our back pasture...,1/31/2011,44.3530556,-121.1766667
1/9/2011 11:40,wilson,nc,us,circle,4,3-4 seconds,several unidentified objects where seen on this day from my home in Wilson&#44 NC,1/31/2011,35.7211111,-77.9158333
1/9/2011 19:00,mount vernon,wa,us,flash,1800,30+ minutes,Multi color flashing lights in sky.,1/31/2011,48.4213889,-122.3327778
1/9/2011 19:10,brentwood,ca,us,light,30,30 seconds,Bright Light fades away within 30 seconds.,1/31/2011,37.9319444,-121.6947222
1/9/2011 23:45,little rock (south of),ar,us,circle,180,2 or 3 min.,Round black silent object,1/31/2011,34.7463889,-92.2894444
1/10/2011 5:30,o&#39neals,ca,us,light,180,3 minutes,Solid white light spotted at dusk&#44 flying across the sky. It took 3 miraculous 90 degree turns before the light disappeared altogether,1/31/2011,37.1283333,-119.6933333
1/10/2011 7:00,kinsman,il,us,rectangle,2,seconds,Black square/rectangular 3 dimensional object with cone shape or antenna coming from top flying west with no wings or propellers,1/31/2011,41.1897222,-88.5694444
1/10/2011 9:45,mira mesa,ca,us,cylinder,900,15 mins,Cylindrical object in sky over Mira Mesa,1/31/2011,32.9155556,-117.1430556
1/10/2011 17:45,erie,pa,us,cigar,10,8-10 seconds,An unusally loud&#44 low flying &#44 fast aircraft&#44 with no lights&#44 heading north of Erie County&#44 PA dissappears.,1/31/2011,42.1291667,-80.0852778
1/10/2011 18:35,madison,wi,us,oval,15,15 seconds,hovering object with bright lights in sky- suddenly disappears,1/31/2011,43.0730556,-89.4011111
1/10/2011 19:30,burgaw,nc,us,cylinder,360,6 minutes,Long uniformly shaped cylinder overhead at low altitude&#44 minimal sound and changed direction easily,1/12/2012,34.5519444,-77.9263889
1/11/2011 0:00,waxhaw,nc,us,,5,3-5 seconds,SKY LIT UP GREEN.,1/31/2011,34.9244444,-80.7436111
1/11/2011 0:20,garden grove,ca,us,unknown,30,30 seconds,Looked like a star/satellite following a polar orbit&#44 then changing directions.,1/31/2011,33.7738889,-117.9405556
1/11/2011 5:19,downingtown,pa,us,fireball,10,10 seconds,Sparking Fireball spotted rising in the early morning PA sky&#33,1/31/2011,40.0063889,-75.7036111
1/11/2011 6:03,delray beach,fl,us,triangle,3600,1 hour,bright&#44 orange triangle in the sky,1/31/2011,26.4611111,-80.0730556
1/11/2011 19:45,springfield,vt,us,triangle,300,5 minutes,Two unidentified crafts following each other slowly.,1/31/2011,43.2983333,-72.4827778
1/11/2011 20:40,brandon,ms,us,flash,1,less than 1 second,Quick Burst of Blue/Green light witnessed by at least 30 people.,1/31/2011,32.2730556,-89.9858333
1/11/2011 21:00,pearl,ms,us,light,600,approx. 10 min.,bright unexplainable light,1/31/2011,32.2744444,-90.1319444
1/11/2011 21:15,vicksburg,ms,us,fireball,4,4 seconds,Fireball in the sky over Mississippi,1/31/2011,32.3525,-90.8777778
1/11/2011 23:43,centre hall,pa,us,changing,1200,20 minutes,A mutating fiery flying mass descendes behind mountains,1/31/2011,40.8475,-77.6863889
1/12/2011 3:33,winter springs,fl,us,rectangle,1200,20 minutes,This has to be the 3rd or 4th time this vessel made its presence clear. To me from the same exact location. Movement quick&#44 short dista,1/31/2011,28.6986111,-81.3083333
1/12/2011 7:35,crow agency,mt,us,light,60,one minute,driving to work spotted bright light in the sky...,1/31/2011,45.6016667,-107.4605556
1/12/2011 8:52,san jose,ca,us,fireball,90,90 seconds,red/gray &quot;fireball&quot; in San Jose&#44 Ca  1/12/11,1/31/2011,37.3394444,-121.8938889
1/12/2011 14:30,smithfield,va,us,sphere,60,1 minute,the red shpere shape objject hovered over an open field in front of my home for 40 seconds. my satelite dish went ou &amp; my electircity f,1/31/2011,36.9822222,-76.6313889
1/12/2011 18:40,onamia,mn,us,flash,2,seconds,flash seen at same time in different parts of state.,1/31/2011,46.0705556,-93.6675
1/12/2011 19:35,hutchinson,mn,us,light,600,10 minutes,Hovering aircraft,1/31/2011,44.8877778,-94.3694444
1/12/2011 21:10,cleveland,oh,us,flash,300,5 min,Beam of light over Cleveland Clinic Main Campus in Cleveland&#44 Ohio That cause power loss.,1/31/2011,41.4994444,-81.6955556
1/12/2011 23:00,mobile,al,us,flash,300,5 minutes,ufos playing in the night sky near the southern cross star cluster,1/31/2011,30.6941667,-88.0430556
1/12/2011 23:25,grosse pointe park,mi,us,other,240,4 minutes,Arced line of 9-11 orange lights&#44 with the last four forming a square&#44 moving slowly N&#44 silent; lights disappeared one by one.,2/4/2013,42.3758333,-82.9375
1/13/2011 7:30,hampstead,nh,us,circle,180,3 minutes,Round shiny extremely bright almost silver-looking object over day skies,1/31/2011,42.8744444,-71.1816667
1/13/2011 20:05,basye,va,us,diamond,120,2 min,1 craft shaped like a blackhawk plane&#44 but the tails of the  plane were much longer and were at 90 degree angle. had 3 lights long body,1/31/2011,38.8069444,-78.7925
1/13/2011 22:45,krum,tx,us,disk,600,10 min,2 orbs hovering just west of Krum Texas January 13&#44 2011. Observed at 10:45 PM for about 10 minutes,1/31/2011,33.2613889,-97.2377778
1/14/2011 0:24,pewaukee,wi,us,unknown,600,10 minutes,An object is sighted hovering in place over my car for 10 min; during this time it shifts shape&#44 color&#44 makes a huge noise and leaves.,1/31/2011,43.0805556,-88.2611111
1/14/2011 1:30,knoxville,tn,us,sphere,300,5 minutes,Large&#44 spherical&#44 solid black craft emitting a blue beam&#44 followed by black helicopters.,1/31/2011,35.9605556,-83.9208333
1/14/2011 3:30,acworth,ga,us,rectangle,60,1 minute,viewed for one minute in acworth ga above treeline from bedroom window.,1/31/2011,34.0658333,-84.6769444
1/14/2011 18:00,holts summit,mo,us,disk,120,2 minutes,3rd Sighting of same craft.,1/10/2014,38.6402778,-92.1222222
1/14/2011 18:00,sarasota,fl,us,triangle,60,1 minute,I was driving on Fruitville road&#44 not fare from Sarasota&#39s airport&#44 it was dark about 6 PM . I saw five bright lights in a triangle for,1/31/2011,27.3361111,-82.5308333
1/14/2011 21:00,deerfield beach,fl,us,oval,300,5 minutes,Three oval objects glowing red and orange - sail across the sky silently heading east to west,1/31/2011,26.3180556,-80.1
1/14/2011 22:00,davis,ca,us,triangle,120,2 minutes,Black craft in triangle shape in a big field between residential neighborhood and country. Approx 15-20 yards wide&#44 about 150-200 ft up,1/31/2011,38.545,-121.7394444
1/14/2011 22:05,peoria,az,us,flash,1,1 second,Quick moving ball of light in NW Phoenix Valley,1/31/2011,33.5805556,-112.2366667
1/14/2011 23:00,south bend,wa,us,sphere,3600,1 hour,three Sphere like objects came from over a hill towards the water.,2/23/2011,46.6633333,-123.8033333
1/15/2011 0:00,scottsdale,az,us,circle,30,30 seconds,A glowing green circle gliding acoss the sky,1/31/2011,33.5091667,-111.8983333
1/15/2011 1:00,cincinnati,oh,us,cone,10,10 seconds,Shooting star like thing came down UFO appeard with a gold glow,1/31/2011,39.1619444,-84.4569444
1/15/2011 1:30,shoshone,id,us,light,1200,20 minutes,Saw strange light going in circles&#44 then it shot up to space.,3/10/2011,42.9361111,-114.405
1/15/2011 4:45,plaquemine,la,us,circle,1935,4:45 to 7:30,A bright white light that floats in the air with no aviation lights,1/31/2011,30.2888889,-91.2341667
1/15/2011 20:00,watson,la,us,triangle,180,2-3 minutes,Triangle craft in Watson&#44 la.  Traveling over a field and then crossed the hwy.  and vanished. On January 15th at 8:00 pm I was  he,2/8/2011,30.5755556,-90.9530556
1/15/2011 20:49,gilbert,az,us,circle,180,2 - 3 minutes,Four orange objects move across the sky in Gilbert&#44 Arizona&#44 before disappearing one by one.,1/31/2011,33.3527778,-111.7883333
1/15/2011 22:40,northfield falls,vt,us,fireball,600,5 - 10 minutes,Fireballs in the sky,1/31/2011,44.1719444,-72.6513889
1/15/2011 22:43,burnsville,mn,us,oval,5,5 seconds,very fast.,1/31/2011,44.7677778,-93.2775
1/15/2011 23:30,darien,il,us,light,900,15 minutes,10+ orange lights following one another seen on the SW side of Chicago,1/31/2011,41.7519444,-87.9738889
1/16/2011 14:30,roswell,nm,us,egg,3,3 seconds,I was on flight American Airlines 1924 on January 16&#44 2011.  The pilot announced that we were on descent just over Nevada bordering New,1/31/2011,33.3941667,-104.5225
1/16/2011 19:00,ft. oglethorpe,ga,us,formation,4,4 sec.,a descending &quot;set&quot; of white airplane type lights visible for 3 or 4 seconds and then vanishing before reaching the horizon,1/31/2011,34.9488889,-85.2569444
1/16/2011 19:00,summertown,tn,us,light,5,5 seconds,Flat silver and red &#39barber pole&#39 flat object in northern sky,1/31/2011,35.4347222,-87.3127778
1/16/2011 19:10,ridgefield,ct,us,light,60,1 minute,Intensely flashing light stationary at first for 30 or 40 seconds then began to move south/west at a steady pace then blinked out.,1/31/2011,41.2813889,-73.4986111
1/16/2011 20:12,gaithersburg,md,us,circle,120,2 miuntes,I was in the back seat of a moving vehicle in Gaithersburg&#44 Maryland when I saw a bright&#44 gold&#44 circular object to the east,1/31/2011,39.1433333,-77.2016667
1/16/2011 21:00,pawtucket,ri,us,circle,60,60 sec.,3 flying orange orbs.,1/31/2011,41.8786111,-71.3830556
1/16/2011 22:12,new york,ny,us,light,300,5 minutes,Strangely moving orange lights appeared briefly over the East Side of Manhattan.,1/31/2011,40.7141667,-74.0063889
1/16/2011 23:00,south san francisco,ca,us,light,900,15 min,Blue light moving erratically over South San Francisco,1/31/2011,37.6547222,-122.4066667
1/17/2011 18:32,coeur d&#39alene,id,us,circle,25,5-25 seconds,Circle moving fast left trail of light about twice the size of the full moon.,1/31/2011,47.6777778,-116.7794444
1/17/2011 19:55,west milford,nj,us,fireball,120,2 min,Five orange orbs of fire/light dancing in sky in West Milford&#44 NJ,2/8/2011,40.5686111,-75.095
1/17/2011 20:00,casper,wy,us,sphere,21600,6 hours,Multiple&#44 white&#44 sphericle craft pretending to be stars that stay still sometimes &amp; move other times over Casper&#44 Wy,1/31/2011,42.8666667,-106.3125
1/17/2011 22:00,tempe,az,us,unknown,120,1-2 minutes,Loud pulsating &quot;woor...woor&quot; noise shook apartment complex walls and set off car alarms at night in Tempe AZ,1/31/2011,33.4147222,-111.9086111
1/17/2011 22:45,hendersonville,tn,us,triangle,120,2 minutes,BRIGHT LIGHTS IN TRIANGLE SHAPE OVER HOuse,1/31/2011,36.3047222,-86.62
1/18/2011 1:00,hendersonville,nc,us,sphere,210,3:30,UFO  taking things from our environment,5/2/2011,35.3186111,-82.4611111
1/18/2011 5:45,seattle,wa,us,disk,30,30 seconds,UFO briefly hovers over Seattle&#44 then disappears in a straight upward movement.,1/31/2011,47.6063889,-122.3308333
1/18/2011 19:30,glendale,az,us,light,5,4 to 5 seconds,Green light streaked across the sky at a low level and then disappeared,1/31/2011,33.5386111,-112.1852778
1/18/2011 21:45,lehi,ut,us,light,900,15 minutes,Two red lights fixed in the sky one of them started sendind or emiting white pulses downwards.,1/31/2011,40.3916667,-111.85
1/18/2011 22:07,ione,wa,us,fireball,1.5,1.5 seconds,Redish-Orange object falling ne to sw in souther sky south of Sullivan Lake&#44 Ione&#44 Wa,1/31/2011,48.7411111,-117.4161111
1/18/2011 22:30,ferndale,wa,us,triangle,240,4 minutes,Triangle Shape&#44 no noise&#44 no lights,1/31/2011,48.8466667,-122.5897222
1/18/2011 23:30,navarre,oh,us,oval,120,1-2 mins,Cone like object near Navarre&#44 OH,1/31/2011,40.7244444,-81.5222222
1/19/2011 2:00,tampa,fl,us,triangle,7200,2 hrs,somthing  came out of the ocean and flew up with a boom&#44 out of sight in seconds,2/8/2011,27.9472222,-82.4586111
1/19/2011 14:50,citrus heights,ca,us,triangle,5,5 sec,saw 3 red lights going threw the sky in sacramento Ca.,1/31/2011,38.7072222,-121.28
